Date,Price,Open,High,Low,Vol.,Change %
04-11-2022,"1,039.90","1,045.30","1,046.40","1,031.45",1.58M,-0.41%
07-11-2022,"1,028.35","1,045.00","1,049.95","1,021.00",2.85M,-1.11%
09-11-2022,"1,013.55","1,020.05","1,036.65","1,010.00",2.27M,-1.44%
10-11-2022,"1,010.65","1,010.00","1,022.30","1,006.75",2.42M,-0.29%
11-11-2022,"1,013.55","1,015.75","1,031.45","1,009.85",2.39M,0.29%
14-11-2022,"1,016.90","1,018.65","1,021.40","1,002.00",1.76M,0.33%
15-11-2022,"1,016.05","1,022.00","1,022.00","1,004.45",1.70M,-0.08%
16-11-2022,"1,018.65","1,007.10","1,022.80","1,007.10",1.49M,0.26%
17-11-2022,"1,013.35","1,023.30","1,030.50","1,010.45",1.76M,-0.52%
18-11-2022,"1,009.60","1,015.25","1,017.85","1,006.00",1.13M,-0.37%
21-11-2022,"1,003.15","1,003.00","1,012.80",993.5,1.11M,-0.64%
22-11-2022,"1,010.10","1,006.15","1,012.40",996.25,1.72M,0.69%
23-11-2022,"1,017.65","1,015.20","1,019.10","1,009.45",1.31M,0.75%
24-11-2022,"1,035.10","1,020.65","1,037.40","1,013.80",1.99M,1.71%
25-11-2022,"1,033.85","1,037.95","1,037.95","1,026.95",1.95M,-0.12%
28-11-2022,"1,034.75","1,033.00","1,041.50","1,027.95",1.43M,0.09%
29-11-2022,"1,049.85","1,035.00","1,051.20","1,034.00",1.18M,1.46%
30-11-2022,"1,046.05","1,053.00","1,058.30","1,039.35",3.06M,-0.36%
01-12-2022,"1,046.45","1,055.00","1,057.85","1,039.60",1.88M,0.04%
02-12-2022,"1,040.00","1,048.30","1,049.85","1,034.80",2.28M,-0.62%
05-12-2022,"1,039.40","1,042.15","1,045.95","1,030.75",2.29M,-0.06%
06-12-2022,"1,033.55","1,039.40","1,040.00","1,023.25",1.32M,-0.56%
07-12-2022,"1,017.75","1,036.55","1,037.15","1,015.35",2.95M,-1.53%
08-12-2022,980.8,"1,015.00","1,018.00",975,10.02M,-3.63%
09-12-2022,992.85,980.8,997,980,4.23M,1.23%
12-12-2022,987.4,994.9,995,980.15,1.88M,-0.55%
13-12-2022,994.65,980,996.35,979.8,1.86M,0.73%
14-12-2022,"1,000.25",999,"1,003.00",994.55,1.57M,0.56%
15-12-2022,"1,002.20","1,001.00","1,007.00",998.1,1.30M,0.19%
16-12-2022,993.65,998.15,"1,005.10",987.6,2.62M,-0.85%
19-12-2022,987.95,987.6,993.15,973.7,1.55M,-0.57%
20-12-2022,988.35,987.95,990.65,979.4,1.35M,0.04%
21-12-2022,"1,005.60",992,"1,009.50",988.4,2.04M,1.75%
22-12-2022,"1,010.65","1,019.95","1,034.05","1,007.05",5.16M,0.50%
23-12-2022,"1,001.55","1,012.00","1,027.85",998.45,3.61M,-0.90%
26-12-2022,"1,000.05","1,010.00","1,011.80",988.7,2.31M,-0.15%
27-12-2022,"1,000.15","1,000.25","1,015.75",993,1.87M,0.01%
28-12-2022,995,998.9,"1,010.60",993,1.69M,-0.51%
29-12-2022,"1,000.55",998.55,"1,004.70",989.1,2.16M,0.56%
30-12-2022,"1,001.40","1,004.00","1,006.80",993.75,1.63M,0.08%
02-01-2023,997,"1,001.40","1,001.40",987.2,1.62M,-0.44%
03-01-2023,"1,009.10",993,"1,012.80",988,1.81M,1.21%
04-01-2023,"1,004.10","1,012.00","1,025.90","1,000.75",2.57M,-0.50%
05-01-2023,"1,016.20","1,009.10","1,021.90","1,008.25",2.25M,1.21%
06-01-2023,"1,008.70","1,015.00","1,021.80","1,004.10",1.77M,-0.74%
09-01-2023,"1,016.85","1,015.00","1,023.35","1,010.50",1.57M,0.81%
10-01-2023,"1,011.85","1,016.00","1,024.00","1,010.05",1.61M,-0.49%
11-01-2023,"1,028.00","1,012.00","1,033.05","1,008.35",3.26M,1.60%
12-01-2023,"1,032.85","1,031.95","1,035.45","1,021.15",1.64M,0.47%
13-01-2023,"1,031.60","1,031.15","1,035.00","1,020.15",1.49M,-0.12%
16-01-2023,"1,035.45","1,031.60","1,039.50","1,026.10",1.44M,0.37%
17-01-2023,"1,032.70","1,035.45","1,036.00","1,026.80",1.25M,-0.27%
18-01-2023,"1,040.10","1,032.70","1,041.50","1,030.15",1.24M,0.72%
19-01-2023,"1,040.55","1,038.10","1,044.00","1,036.00",824.26K,0.04%
20-01-2023,"1,030.35","1,044.05","1,047.50","1,016.85",2.96M,-0.98%
23-01-2023,"1,049.30","1,035.00","1,054.90","1,022.50",2.11M,1.84%
24-01-2023,"1,040.70","1,050.00","1,050.95","1,034.55",2.09M,-0.82%
25-01-2023,"1,040.05","1,030.30","1,045.65","1,030.30",1.75M,-0.06%
27-01-2023,"1,043.40","1,044.95","1,051.00","1,034.00",3.45M,0.32%
30-01-2023,"1,051.70","1,041.95","1,072.15","1,040.20",3.32M,0.80%
31-01-2023,"1,034.50","1,055.00","1,060.30","1,026.05",5.27M,-1.64%
01-02-2023,"1,014.90","1,036.45","1,043.95","1,005.10",4.72M,-1.89%
02-02-2023,"1,007.60","1,009.95","1,015.70",993,2.12M,-0.72%
03-02-2023,"1,028.15","1,007.00","1,032.45","1,001.65",2.33M,2.04%
06-02-2023,"1,023.35","1,020.00","1,025.95","1,012.75",1.22M,-0.47%
07-02-2023,"1,006.40","1,026.25","1,028.50","1,002.00",2.36M,-1.66%
08-02-2023,"1,013.00","1,004.80","1,016.90",997.4,1.82M,0.66%
09-02-2023,"1,006.80","1,003.00","1,021.20","1,001.40",1.47M,-0.61%
10-02-2023,"1,006.60","1,006.80","1,014.35",996.7,1.53M,-0.02%
13-02-2023,"1,015.25","1,008.25","1,017.35","1,002.00",1.36M,0.86%
14-02-2023,"1,006.75","1,018.00","1,018.05","1,003.25",1.83M,-0.84%
15-02-2023,995.4,"1,002.00","1,006.40",990.55,2.25M,-1.13%
16-02-2023,995.15,998.9,"1,010.00",991.2,1.68M,-0.03%
17-02-2023,984.5,992.2,996.5,982,1.85M,-1.07%
20-02-2023,984.4,990.15,991.65,974.95,2.16M,-0.01%
21-02-2023,971.6,990,990.8,969.15,1.77M,-1.30%
22-02-2023,968.55,971.55,978,966,2.61M,-0.31%
23-02-2023,972.5,973,977.25,964.05,2.84M,0.41%
24-02-2023,970.5,970.6,983.35,963.7,1.82M,-0.21%
27-02-2023,965.05,970.5,972.55,960.05,1.55M,-0.56%
28-02-2023,956.6,969,976,954,3.82M,-0.88%
01-03-2023,959.3,951,966.05,951,1.86M,0.28%
02-03-2023,965.3,960,967,951.1,1.51M,0.63%
03-03-2023,966.9,967.05,969.75,958.15,2.22M,0.17%
06-03-2023,965.25,970,979.5,963.8,1.99M,-0.17%
08-03-2023,957.5,960,965,947,4.73M,-0.80%
09-03-2023,952.7,957.5,959.4,947.15,2.99M,-0.50%
10-03-2023,955.55,946.5,957.5,946.1,2.00M,0.30%
13-03-2023,954.1,955.1,959.9,947.55,1.41M,-0.15%
14-03-2023,957.2,953.5,963.75,950.3,1.88M,0.32%
15-03-2023,951.4,952,964.9,949.35,2.19M,-0.61%
16-03-2023,967.4,955.25,970,951.7,2.23M,1.68%
17-03-2023,957.7,968.55,968.7,952.75,2.22M,-1.00%
20-03-2023,961.2,950,962.65,947.35,1.96M,0.37%
21-03-2023,956.2,965,965,953.25,1.69M,-0.52%
22-03-2023,972.05,957,974.4,956.6,1.63M,1.66%
23-03-2023,977.65,975,982.95,972,1.86M,0.58%
24-03-2023,972.85,977.6,979,968,1.53M,-0.49%
27-03-2023,983.45,980,990.95,963,2.47M,1.09%
28-03-2023,984.2,987,987.8,976.3,1.39M,0.08%
29-03-2023,991.9,985.65,996.5,979,3.05M,0.78%
31-03-2023,983.1,995.2,995.2,981.4,1.82M,-0.89%
03-04-2023,979.05,981,988,976.2,1.67M,-0.41%
05-04-2023,997.15,985,999,975.3,1.54M,1.85%
06-04-2023,"1,012.10",997.15,"1,014.00",993.4,1.42M,1.50%
10-04-2023,"1,008.60","1,015.00","1,016.95","1,006.65",1.11M,-0.35%
11-04-2023,"1,009.25","1,008.60","1,022.25","1,007.55",1.79M,0.06%
12-04-2023,"1,016.70","1,015.50","1,020.20","1,005.25",3.25M,0.74%
13-04-2023,"1,003.50","1,022.30","1,023.85","1,002.00",1.45M,-1.30%
17-04-2023,998.7,999.45,"1,009.90",995.05,1.77M,-0.48%
18-04-2023,"1,004.80",999,"1,006.25",988.3,1.22M,0.61%
19-04-2023,995.5,"1,003.50","1,009.40",993,2.17M,-0.93%
20-04-2023,987.75,999.1,"1,002.10",983.75,1.64M,-0.78%
21-04-2023,989.45,994.3,994.3,984.95,1.22M,0.17%
24-04-2023,979.15,975,982.5,959.25,3.49M,-1.04%
25-04-2023,972.5,980,982.9,967,2.38M,-0.68%
26-04-2023,971.25,975.8,976.8,963.2,2.91M,-0.13%
27-04-2023,978.7,968,981.6,963.55,2.78M,0.77%
28-04-2023,987.65,984.95,992.5,979.15,2.01M,0.91%
02-05-2023,973.05,987.65,988.9,970.3,3.15M,-1.48%
03-05-2023,963.6,970.5,972.4,959.5,3.09M,-0.97%
04-05-2023,974,967.65,975.9,965.15,1.20M,1.08%
05-05-2023,970.45,974,977.25,967.85,1.06M,-0.36%
08-05-2023,961.85,962,969,961,2.68M,-0.89%
09-05-2023,957.45,961.9,966.85,949.5,6.90M,-0.46%
10-05-2023,953.8,957,959.95,951.6,2.18M,-0.38%
11-05-2023,961.05,953.8,963.9,952,1.30M,0.76%
12-05-2023,956,961,963.1,952,2.01M,-0.53%
15-05-2023,953,953,955.75,948.05,1.81M,-0.31%
16-05-2023,940.95,953,962.55,938,2.63M,-1.26%
17-05-2023,935.95,941.25,945.3,928.85,2.96M,-0.53%
18-05-2023,929.65,943,943,922.45,3.01M,-0.67%
19-05-2023,925.85,932,934.4,924.3,1.31M,-0.41%
22-05-2023,937.45,925.85,942.75,922.85,1.38M,1.25%
23-05-2023,931.6,937.5,956.2,929.1,3.06M,-0.62%
24-05-2023,952.15,935.5,954.8,932.6,2.95M,2.21%
25-05-2023,945,949.7,951.7,942.7,2.33M,-0.75%
26-05-2023,969.9,943.95,976.7,937,4.14M,2.63%
29-05-2023,968.45,969.95,973.25,946.4,5.34M,-0.15%
30-05-2023,959.6,965,967.45,956.3,2.62M,-0.91%
31-05-2023,975.35,965,979.3,960.75,5.60M,1.64%
01-06-2023,987.7,979.8,990.45,975,3.26M,1.27%
02-06-2023,999.6,986.55,"1,003.70",981,3.73M,1.20%
05-06-2023,"1,008.75","1,005.35","1,017.70",998.5,3.63M,0.92%
06-06-2023,"1,013.80","1,008.90","1,015.95","1,004.00",1.63M,0.50%
07-06-2023,"1,014.60","1,015.00","1,017.50","1,010.00",1.61M,0.08%
08-06-2023,987,"1,015.00","1,016.00",983.25,3.40M,-2.72%
09-06-2023,983.95,984,990.7,981,2.31M,-0.31%
12-06-2023,985.45,987.9,989.9,981.05,593.32K,0.15%
13-06-2023,988.1,990,996,985.55,2.41M,0.27%
14-06-2023,986.7,991.6,995,984.25,2.14M,-0.14%
15-06-2023,988.4,988.5,994.8,985.7,2.73M,0.17%
16-06-2023,992,990,994.65,987.2,3.61M,0.36%
19-06-2023,"1,001.80",995.15,"1,006.70",993.75,1.33M,0.99%
20-06-2023,991.95,"1,007.65","1,007.75",989.6,1.45M,-0.98%
21-06-2023,991.9,991.95,993.85,983.6,1.40M,-0.01%
22-06-2023,990.3,987.1,996.2,987.1,5.38M,-0.16%
23-06-2023,991.45,994,995.95,977.3,1.22M,0.12%
26-06-2023,994.95,994,"1,003.80",991.45,2.07M,0.35%
27-06-2023,"1,001.80",999.95,"1,003.35",986,4.65M,0.69%
28-06-2023,"1,021.80",995,"1,025.55",995,5.30M,2.00%
30-06-2023,"1,051.60","1,021.75","1,055.00","1,020.05",4.77M,2.92%
03-07-2023,"1,032.70","1,053.00","1,053.65","1,030.00",2.34M,-1.80%
04-07-2023,"1,048.80","1,040.00","1,053.90","1,029.90",1.55M,1.56%
05-07-2023,"1,044.70","1,055.00","1,057.70","1,042.65",1.84M,-0.39%
06-07-2023,"1,042.50","1,040.00","1,056.60","1,040.00",2.55M,-0.21%
07-07-2023,"1,035.70","1,033.50","1,051.20","1,028.75",1.72M,-0.65%
10-07-2023,"1,045.00","1,036.00","1,051.00","1,031.10",1.22M,0.90%
11-07-2023,"1,072.25","1,052.00","1,074.75","1,049.05",4.37M,2.61%
12-07-2023,"1,078.75","1,075.00","1,083.75","1,070.00",5.09M,0.61%
13-07-2023,"1,075.65","1,081.90","1,081.90","1,071.70",1.54M,-0.29%
14-07-2023,"1,072.95","1,079.95","1,080.00","1,065.00",2.64M,-0.25%
17-07-2023,"1,077.60","1,073.70","1,081.05","1,070.50",1.25M,0.43%
18-07-2023,"1,067.15","1,078.45","1,078.90","1,064.35",2.24M,-0.97%
19-07-2023,"1,081.85","1,067.15","1,086.00","1,063.85",2.31M,1.38%
20-07-2023,"1,097.65","1,086.05","1,104.50","1,082.30",5.22M,1.46%
21-07-2023,"1,097.15","1,103.40","1,104.20","1,090.35",1.88M,-0.05%
24-07-2023,"1,100.40","1,094.00","1,107.35","1,092.50",2.13M,0.30%
25-07-2023,"1,095.05","1,110.00","1,110.00","1,090.80",1.70M,-0.49%
26-07-2023,"1,112.00","1,097.05","1,114.40","1,094.10",1.32M,1.55%
27-07-2023,"1,134.95","1,128.00","1,155.35","1,116.30",6.37M,2.06%
28-07-2023,"1,138.55","1,129.95","1,143.90","1,121.65",2.68M,0.32%
31-07-2023,"1,143.40","1,140.00","1,145.00","1,127.00",1.72M,0.43%
01-08-2023,"1,143.45","1,143.40","1,152.65","1,136.00",1.45M,0.00%
02-08-2023,"1,135.25","1,143.95","1,144.30","1,126.45",1.73M,-0.72%
03-08-2023,"1,141.00","1,130.25","1,169.70","1,122.35",8.46M,0.51%
04-08-2023,"1,138.95","1,129.00","1,145.00","1,121.05",3.53M,-0.18%
07-08-2023,"1,160.80","1,138.95","1,166.75","1,133.50",3.35M,1.92%
08-08-2023,"1,148.65","1,162.20","1,164.60","1,139.95",3.07M,-1.05%
09-08-2023,"1,152.80","1,151.15","1,159.30","1,140.30",1.31M,0.36%
10-08-2023,"1,150.30","1,150.60","1,157.90","1,143.60",1.44M,-0.22%
11-08-2023,"1,132.35","1,150.05","1,151.00","1,130.50",1.76M,-1.56%
14-08-2023,"1,134.25","1,131.00","1,142.00","1,120.50",1.82M,0.17%
16-08-2023,"1,143.65","1,134.95","1,145.50","1,121.85",1.22M,0.83%
17-08-2023,"1,144.80","1,143.65","1,148.95","1,137.50",1.96M,0.10%
18-08-2023,"1,134.90","1,141.00","1,149.30","1,129.00",1.47M,-0.86%
21-08-2023,"1,137.40","1,129.95","1,143.90","1,127.15",941.38K,0.22%
22-08-2023,"1,137.55","1,135.00","1,147.00","1,130.00",1.44M,0.01%
23-08-2023,"1,123.70","1,128.00","1,130.45","1,110.60",3.05M,-1.22%
24-08-2023,"1,118.30","1,123.60","1,133.10","1,113.20",1.58M,-0.48%
25-08-2023,"1,106.30","1,118.00","1,123.30","1,100.25",1.52M,-1.07%
28-08-2023,"1,117.00","1,110.05","1,124.15","1,105.15",1.96M,0.97%
29-08-2023,"1,111.60","1,125.05","1,125.05","1,106.45",1.75M,-0.48%
30-08-2023,"1,114.90","1,117.50","1,119.15","1,110.50",1.54M,0.30%
31-08-2023,"1,111.60","1,118.85","1,118.85","1,101.70",4.78M,-0.30%
01-09-2023,"1,109.00","1,112.00","1,117.50","1,105.75",2.72M,-0.23%
04-09-2023,"1,108.90","1,114.00","1,114.00","1,102.00",1.21M,-0.01%
05-09-2023,"1,131.90","1,110.00","1,136.00","1,107.20",1.70M,2.07%
06-09-2023,"1,142.35","1,137.00","1,149.00","1,129.05",2.96M,0.92%
07-09-2023,"1,133.05","1,140.00","1,141.45","1,128.60",1.86M,-0.81%
08-09-2023,"1,130.45","1,133.00","1,138.05","1,128.50",1.79M,-0.23%
11-09-2023,"1,136.90","1,130.45","1,140.00","1,125.70",2.03M,0.57%
12-09-2023,"1,145.25","1,142.05","1,153.80","1,137.10",3.99M,0.73%
13-09-2023,"1,148.75","1,149.00","1,156.70","1,142.30",2.12M,0.31%
14-09-2023,"1,143.80","1,148.75","1,150.90","1,138.75",2.07M,-0.43%
15-09-2023,"1,149.80","1,144.00","1,153.80","1,144.00",2.40M,0.52%
18-09-2023,"1,147.65","1,149.00","1,157.00","1,142.55",962.84K,-0.19%
20-09-2023,"1,153.15","1,148.00","1,156.00","1,139.00",2.30M,0.48%
21-09-2023,"1,146.15","1,149.00","1,156.95","1,141.15",2.09M,-0.61%
22-09-2023,"1,132.35","1,142.50","1,148.00","1,128.30",1.59M,-1.20%
25-09-2023,"1,124.05","1,126.20","1,136.80","1,121.65",1.01M,-0.73%
26-09-2023,"1,125.85","1,125.00","1,130.00","1,118.50",1.97M,0.16%
27-09-2023,"1,139.95","1,126.15","1,145.90","1,123.20",2.33M,1.25%
28-09-2023,"1,132.30","1,142.95","1,152.00","1,128.85",2.69M,-0.67%
29-09-2023,"1,158.65","1,134.30","1,167.40","1,134.30",2.29M,2.33%
03-10-2023,"1,141.45","1,159.55","1,161.95","1,139.25",1.95M,-1.48%
04-10-2023,"1,123.80","1,138.10","1,139.00","1,113.00",1.80M,-1.55%
05-10-2023,"1,119.10","1,124.65","1,128.65","1,111.80",2.35M,-0.42%
06-10-2023,"1,127.30","1,128.00","1,132.15","1,123.10",1.06M,0.73%
09-10-2023,"1,123.05","1,111.00","1,133.80","1,109.00",1.08M,-0.38%
10-10-2023,"1,126.50","1,122.00","1,130.40","1,119.80",1.09M,0.31%
11-10-2023,"1,128.75","1,128.00","1,134.45","1,122.35",1.46M,0.20%
12-10-2023,"1,130.40","1,129.00","1,132.55","1,121.20",1.22M,0.15%
13-10-2023,"1,145.30","1,126.10","1,147.20","1,122.00",1.93M,1.32%
16-10-2023,"1,135.30","1,141.50","1,147.25","1,133.05",1.14M,-0.87%
17-10-2023,"1,136.80","1,138.65","1,144.00","1,134.00",798.81K,0.13%
18-10-2023,"1,153.40","1,137.00","1,161.80","1,134.05",2.18M,1.46%
19-10-2023,"1,141.50","1,147.40","1,150.00","1,135.00",1.77M,-1.03%
20-10-2023,"1,142.20","1,138.00","1,145.00","1,133.10",957.91K,0.06%
23-10-2023,"1,122.45","1,135.00","1,149.20","1,118.00",702.73K,-1.73%
25-10-2023,"1,120.30","1,125.00","1,129.70","1,112.80",1.80M,-0.19%
26-10-2023,"1,103.70","1,115.95","1,117.95","1,097.50",2.22M,-1.48%
27-10-2023,"1,111.30","1,112.00","1,119.80","1,107.65",1.25M,0.69%
30-10-2023,"1,115.20","1,115.70","1,119.95","1,103.85",1.08M,0.35%
31-10-2023,"1,088.60","1,119.45","1,119.60","1,068.35",6.48M,-2.39%
01-11-2023,"1,116.20","1,092.00","1,132.55","1,082.60",3.97M,2.54%
02-11-2023,"1,132.85","1,127.85","1,137.55","1,110.60",3.45M,1.49%
03-11-2023,"1,141.10","1,138.50","1,145.70","1,131.50",1.74M,0.73%
06-11-2023,"1,150.00","1,140.10","1,151.00","1,140.00",1.43M,0.78%
07-11-2023,"1,170.95","1,149.00","1,173.55","1,146.55",1.81M,1.82%
08-11-2023,"1,176.70","1,175.00","1,182.90","1,171.00",1.70M,0.49%
09-11-2023,"1,176.20","1,181.00","1,183.25","1,166.85",1.85M,-0.04%
10-11-2023,"1,179.35","1,174.05","1,181.50","1,170.10",957.54K,0.27%
12-11-2023,"1,178.00","1,181.50","1,186.95","1,178.00",127.88K,-0.11%
13-11-2023,"1,177.80","1,180.10","1,187.55","1,173.75",816.83K,-0.02%
15-11-2023,"1,180.90","1,179.50","1,184.40","1,171.00",2.25M,0.26%
16-11-2023,"1,189.55","1,182.00","1,194.90","1,179.60",2.21M,0.73%
17-11-2023,"1,194.60","1,189.80","1,198.40","1,187.95",891.97K,0.42%
20-11-2023,"1,188.00","1,196.00","1,198.25","1,185.25",1.05M,-0.55%
21-11-2023,"1,201.40","1,189.00","1,205.00","1,186.25",999.14K,1.13%
22-11-2023,"1,204.10","1,205.00","1,214.80","1,199.00",1.40M,0.22%
23-11-2023,"1,198.80","1,203.55","1,209.90","1,194.75",1.18M,-0.44%
24-11-2023,"1,195.45","1,200.00","1,209.60","1,192.80",1.38M,-0.28%
28-11-2023,"1,191.35","1,197.15","1,200.35","1,189.75",886.71K,-0.34%
29-11-2023,"1,202.20","1,191.95","1,209.50","1,184.50",1.81M,0.91%
30-11-2023,"1,225.85","1,192.35","1,231.15","1,192.35",4.67M,1.97%
01-12-2023,"1,231.25","1,233.05","1,241.85","1,225.00",1.75M,0.44%
04-12-2023,"1,231.15","1,237.25","1,240.00","1,220.50",1.62M,-0.01%
05-12-2023,"1,239.55","1,225.90","1,243.60","1,220.55",930.04K,0.68%
06-12-2023,"1,240.35","1,248.55","1,258.00","1,233.30",1.70M,0.06%
07-12-2023,"1,239.30","1,231.00","1,241.90","1,228.90",1.48M,-0.08%
08-12-2023,"1,235.80","1,236.05","1,247.60","1,230.65",1.61M,-0.28%
11-12-2023,"1,241.40","1,236.00","1,246.35","1,215.10",1.17M,0.45%
12-12-2023,"1,218.00","1,249.00","1,250.00","1,212.65",2.83M,-1.88%
13-12-2023,"1,233.10","1,218.30","1,239.60","1,212.65",2.45M,1.24%
14-12-2023,"1,231.30","1,239.00","1,239.90","1,224.25",2.34M,-0.15%
15-12-2023,"1,235.75","1,241.00","1,246.50","1,233.00",3.47M,0.36%
18-12-2023,"1,252.75","1,235.75","1,267.90","1,234.00",2.14M,1.38%
19-12-2023,"1,244.95","1,264.80","1,267.95","1,236.50",2.19M,-0.62%
20-12-2023,"1,232.15","1,255.00","1,255.00","1,228.45",1.84M,-1.03%
21-12-2023,"1,233.50","1,224.10","1,237.95","1,208.55",1.92M,0.11%
22-12-2023,"1,243.65","1,240.00","1,251.00","1,236.05",2.06M,0.82%
26-12-2023,"1,247.50","1,243.65","1,250.00","1,239.30",1.80M,0.31%
27-12-2023,"1,252.45","1,250.00","1,255.40","1,241.25",2.01M,0.40%
28-12-2023,"1,262.15","1,254.95","1,264.65","1,249.55",2.04M,0.77%
29-12-2023,"1,259.45","1,262.10","1,271.95","1,252.55",1.84M,-0.21%
